"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesThrombosis","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesThrombosis","","","",0,1,"","","","boolean {[]} {[]}
","Trombos","Trombos","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesThrombosis",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesEndocineDiseases","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesEndocineDiseases","","","",0,1,"","","","boolean {[]} {[]}
","Endokrina sjukdomar","Endokrina sjukdomar","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesEndocineDiseases",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesRecurrentUrinaryTractInfections","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesRecurrentUrinaryTractInfections","","","",0,1,"","","","boolean {[]} {[]}
","Recidiverande urinvägsinfektioner","Recidiverande urinvägsinfektioner","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesRecurrentUrinaryTractInfections",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesDiabetesMellitus","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesDiabetesMellitus","","","",0,1,"","","","boolean {[]} {[]}
","Diabetes mellitus","Diabetes mellitus","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.diseasesDiabetesMellitus",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy","","","",0,*,"","","","BackboneElement {[]} {[]}
","Läkemedel under graviditet","Läkemedel under graviditet","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.medicament","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.medicament","","","",1,1,"","","","string {[]} {[]}
","Läkemedel","Läkemedel","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.medicament",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.dosage","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.dosage","","","",0,1,"","","","string {[]} {[]}
","Dosering","Dosering","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.medicationDuringPregnacy.dosage",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.assessmentAtFirstContactStandardCare","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.assessmentAtFirstContactStandardCare","","","",0,1,"","","","boolean {[]} {[]}
","Bedömning vid inskrivning standardvård","Bedömning vid inskrivning standardvård","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.registrationRecord.assessmentAtFirstContactStandardCare",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord","","","",0,1,"","","","BackboneElement {[]} {[]}
","Graviditetskontroll","Graviditetskontroll","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.completeWeeksOfGestation","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.completeWeeksOfGestation","","","",0,1,"","","","integer {[]} {[]}
","Kompletta graviditetsveckor","Kompletta graviditetsveckor","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.completeWeeksOfGestation",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.weight","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.weight","","","",0,1,"","","","Quantity {[]} {[]}
","Vikt","Vikt","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.weight",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.symphysisFundalHeight","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.symphysisFundalHeight","","","",0,1,"","","","Quantity {[]} {[]}
","Symfondusmått (cm)","Symfondusmått (cm)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.symphysisFundalHeight",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.haemoglobin","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.haemoglobin","","","",0,1,"","","","Quantity {[]} {[]}
","Hemoglobin","Hemoglobin","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.haemoglobin",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureSystolic","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureSystolic","","","",0,1,"","","","Quantity {[]} {[]}
","Systoliskt blodtryck","Systoliskt blodtryck","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureSystolic",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureDiastolic","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureDiastolic","","","",0,1,"","","","Quantity {[]} {[]}
","Diastoliskt blodtryck","Diastoliskt blodtryck","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.bloodPressureDiastolic",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.proteinuria","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.proteinuria","","","",0,1,"","","","Quantity {[]} {[]}
","Proteinuri","Proteinuri","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.proteinuria",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.glycosuria","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.glycosuria","","","",0,1,"","","","Quantity {[]} {[]}
","Glykosuri","Glykosuri","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.glycosuria",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPosition","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPosition","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Fosterläge","Fosterläge","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPosition",0,*,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPresentation","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPresentation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Fosterpresentation","Fosterpresentation","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalPresentation",0,*,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalHeartRate","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalHeartRate","","","",0,*,"","","","Quantity {[]} {[]}
","Fosterhjärtfrekvens","Fosterhjärtfrekvens","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.fetalHeartRate",0,*,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.typeOfLeave","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.typeOfLeave","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Typ av ledighet","Typ av ledighet","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.typeOfLeave",0,*,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration","","","",0,*,"","","","BackboneElement {[]} {[]}
","Läkemedel sedan inskrivning","Läkemedel sedan inskrivning","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.medicament","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.medicament","","","",1,1,"","","","string {[]} {[]}
","Läkemedel","Läkemedel","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.medicament",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.dosage","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.dosage","","","",0,1,"","","","string {[]} {[]}
","Dosering","Dosering","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.pregnancyCheckupRecord.medicationSinceRegistration.dosage",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord","","","",0,1,"","","","BackboneElement {[]} {[]}
","Eftervård","Eftervård","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord","","","",1,1,"","","","BackboneElement {[]} {[]}
","Moderns eftervård","Moderns eftervård","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
